Aerial Duels Lost,Aerial Duels Won,Blocks,Passess Blocked,Shots Blocked,Shots on Target Blocked,Carries into Final Third,Carries into Penalty Area,Carries,Dispossessions,Miscontrols,Progressive Distance via Carries,Attempted Dribbles,Nutmegs,Successful Dribbles,npxG,xG,GCA,Red Cards,Yellow Cards,Crosses,Number of times fouled,Fouls,Own Goals,Offsides,Number of Penalty Kicks Conceded,Number of Penalty Kicks Won,Recoveries,Minutes,Pressures in Attacking 3rd,Pressures in Defensive 3rd,Pressures in Middle 3rd,Pressures,Successful Pressues,Receiving_Prog,Passes Received,Pass Targets,SCA,Goals,Shots,Shots on Target,Tackles in Attacking 3rd,Tackles in Defensive 3rd,Tackles in Middle 3rd,Tackles Attempted,Tackles Won,Team Country,Team Name,Touches in Attacking 3rd,Touches in Attacking Penalty Area,Touches in Defensive 3rd,Touches in Defensive Penalty Area,Touches in Middle 3rd,Touches,Player Name,Assists,Nationality,xA,Key Passes,Passes into Final Third,Interceptions,Passes into Penalty Area,Crosses into Penalty Area,Clearances,Errors,Age,MP,Dribbles contested,Number of times dribbled past,Dribblers tackled,Position 1,Position 2,Position 3
2.0,0.0,3.0,2.0,1.0,0.0,9.0,0.0,149.0,3.0,9.0,643.0,15.0,2.0,9.0,0.0,0.0,0.0,0,1,6,3,4,0,0,0.0,0.0,23.0,261.0,9.0,12.0,13.0,34.0,16.0,10.0,141.0,149.0,7.0,0,1,0,1.0,3.0,3.0,7.0,4,ESP,Girona,66.0,0.0,56.0,2.0,108.0,207.0,Yan Couto,0,BRA,0.4,2.0,12.0,3,4.0,1.0,3.0,0.0,20.0,3.0,9.0,4.0,5.0,DF,,
8.0,3.0,2.0,1.0,1.0,0.0,3.0,1.0,52.0,1.0,5.0,116.0,3.0,1.0,1.0,0.4,0.4,0.0,0,1,1,7,5,0,3,0.0,0.0,10.0,255.0,19.0,0.0,20.0,39.0,7.0,27.0,56.0,85.0,2.0,1,7,1,0.0,0.0,1.0,1.0,1,ESP,Girona,41.0,17.0,5.0,3.0,38.0,77.0,Valentin Castellanos,0,ARG,0.1,1.0,3.0,1,2.0,0.0,2.0,0.0,23.0,3.0,1.0,1.0,0.0,FW,,
8.0,4.0,4.0,1.0,3.0,0.0,1.0,0.0,137.0,0.0,2.0,297.0,0.0,0.0,0.0,0.1,0.1,0.0,0,1,0,2,5,0,1,0.0,0.0,29.0,241.0,2.0,8.0,10.0,20.0,11.0,1.0,139.0,145.0,1.0,0,3,1,1.0,1.0,4.0,6.0,4,ESP,Girona,16.0,5.0,75.0,19.0,120.0,199.0,David Lopez,0,ESP,0.0,0.0,9.0,3,0.0,0.0,7.0,1.0,32.0,3.0,3.0,2.0,1.0,DF,MF,
5.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,8.0,0.0,0.0,0.0,0.6,0.6,0.0,0,0,0,6,5,0,0,0.0,0.0,7.0,187.0,16.0,1.0,14.0,31.0,10.0,4.0,22.0,51.0,2.0,1,3,3,1.0,0.0,1.0,2.0,2,ESP,Girona,12.0,3.0,3.0,0.0,19.0,34.0,Cristhian Stuani,0,URU,0.0,0.0,0.0,0,1.0,0.0,0.0,0.0,35.0,3.0,0.0,0.0,0.0,FW,,
0.0,0.0,3.0,2.0,1.0,0.0,10.0,0.0,92.0,3.0,2.0,331.0,4.0,0.0,1.0,0.1,0.1,1.0,0,0,4,4,1,0,0,0.0,0.0,13.0,177.0,4.0,9.0,8.0,21.0,9.0,2.0,88.0,92.0,4.0,0,3,1,0.0,3.0,2.0,5.0,1,ESP,Girona,50.0,0.0,42.0,3.0,54.0,133.0,Miguel Gutierrez,0,ESP,0.2,2.0,5.0,2,1.0,0.0,2.0,0.0,21.0,3.0,3.0,1.0,2.0,DF,,
1.0,2.0,1.0,1.0,0.0,0.0,3.0,1.0,56.0,3.0,4.0,244.0,2.0,0.0,1.0,0.2,0.2,0.0,0,0,3,3,2,0,1,0.0,0.0,9.0,144.0,4.0,3.0,8.0,15.0,5.0,3.0,57.0,62.0,2.0,0,3,2,0.0,1.0,0.0,1.0,0,ESP,Girona,35.0,5.0,11.0,0.0,37.0,74.0,Rodrigo Riquelme,0,ESP,0.1,2.0,4.0,2,1.0,0.0,2.0,0.0,22.0,2.0,3.0,2.0,1.0,MF,FW,
6.0,6.0,1.0,1.0,0.0,0.0,1.0,0.0,55.0,7.0,4.0,41.0,2.0,0.0,2.0,0.1,0.1,1.0,0,0,3,5,4,0,0,0.0,0.0,9.0,116.0,6.0,5.0,10.0,21.0,3.0,8.0,56.0,63.0,2.0,0,1,0,0.0,0.0,1.0,1.0,1,ESP,Girona,22.0,1.0,10.0,4.0,48.0,76.0,Yangel Herrera,1,VEN,0.1,1.0,5.0,2,1.0,0.0,4.0,0.0,24.0,3.0,0.0,0.0,0.0,MF,FW,
4.0,1.0,3.0,3.0,0.0,0.0,0.0,0.0,72.0,5.0,5.0,110.0,4.0,0.0,2.0,0.0,0.0,0.0,0,1,1,6,2,0,0,0.0,0.0,9.0,128.0,3.0,6.0,3.0,12.0,5.0,8.0,67.0,79.0,1.0,0,0,0,0.0,0.0,2.0,2.0,1,ESP,Girona,24.0,3.0,13.0,0.0,47.0,80.0,Samuel Saiz,0,ESP,0.1,1.0,8.0,0,1.0,0.0,0.0,0.0,31.0,3.0,3.0,1.0,2.0,FW,MF,
3.0,0.0,3.0,1.0,2.0,0.0,1.0,0.0,43.0,3.0,0.0,82.0,2.0,0.0,2.0,0.1,0.1,0.0,0,0,1,0,2,0,0,0.0,0.0,6.0,127.0,9.0,3.0,11.0,23.0,7.0,5.0,42.0,50.0,1.0,0,2,0,0.0,0.0,0.0,0.0,0,ESP,Girona,12.0,3.0,14.0,3.0,37.0,56.0,Ramon Terrats Espacio,0,ESP,0.0,1.0,1.0,1,0.0,0.0,1.0,0.0,21.0,3.0,3.0,3.0,0.0,MF,,
4.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,25.0,0.0,4.0,70.0,1.0,0.0,0.0,0.2,0.2,0.0,0,0,2,2,1,0,0,0.0,0.0,2.0,88.0,5.0,13.0,8.0,26.0,5.0,4.0,24.0,32.0,1.0,0,1,1,0.0,2.0,1.0,3.0,1,ESP,Girona,17.0,4.0,8.0,0.0,10.0,32.0,Oscar Urena,0,ESP,0.0,0.0,3.0,3,1.0,0.0,0.0,0.0,19.0,2.0,0.0,0.0,0.0,MF,,
0.0,0.0,2.0,1.0,1.0,0.0,0.0,0.0,15.0,1.0,1.0,23.0,2.0,1.0,1.0,0.0,0.0,0.0,0,1,0,2,1,0,0,1.0,0.0,1.0,61.0,3.0,2.0,0.0,5.0,0.0,6.0,16.0,18.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0,ESP,Girona,13.0,1.0,6.0,3.0,6.0,24.0,Valery,0,ESP,0.0,1.0,0.0,0,1.0,0.0,0.0,0.0,22.0,1.0,2.0,2.0,0.0,DF,,
1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,32.0,2.0,2.0,46.0,1.0,0.0,1.0,0.0,0.0,0.0,0,0,0,1,0,0,0,0.0,0.0,5.0,54.0,1.0,3.0,4.0,8.0,1.0,3.0,28.0,30.0,2.0,0,0,0,0.0,2.0,0.0,2.0,1,ESP,Girona,11.0,1.0,7.0,1.0,20.0,37.0,Reinier,0,BRA,0.0,1.0,4.0,0,4.0,0.0,1.0,0.0,20.0,2.0,2.0,0.0,2.0,FW,MF,
0.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,22.0,0.0,1.0,35.0,1.0,0.0,1.0,0.0,0.0,0.0,0,0,1,1,1,0,0,0.0,0.0,4.0,32.0,1.0,6.0,3.0,10.0,2.0,0.0,20.0,22.0,0.0,0,0,0,0.0,3.0,0.0,3.0,1,ESP,Girona,7.0,0.0,16.0,4.0,13.0,35.0,Javi,0,ESP,0.0,0.0,1.0,1,1.0,0.0,2.0,0.0,24.0,2.0,0.0,0.0,0.0,DF,,
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,1.0,1.0,14.0,1.0,0.0,1.0,0.0,0.0,0.0,0,0,0,2,0,0,0,0.0,0.0,1.0,10.0,3.0,1.0,2.0,6.0,2.0,0.0,9.0,11.0,1.0,0,0,0,0.0,0.0,0.0,0.0,0,ESP,Girona,4.0,0.0,0.0,0.0,6.0,10.0,Casals,0,ESP,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,17.0,1.0,1.0,1.0,0.0,FW,,
0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,12.0,0.0,0.0,99.0,1.0,0.0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,1.0,9.0,0.0,0.0,0.0,0.0,0.0,1.0,13.0,13.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0,ESP,Girona,6.0,0.0,2.0,1.0,9.0,15.0,Arnau Martinez,0,ESP,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,19.0,1.0,0.0,0.0,0.0,DF,,
8.0,4.0,3.0,1.0,2.0,0.0,0.0,0.0,127.0,0.0,2.0,345.0,1.0,0.0,0.0,0.0,0.0,0.0,0,1,0,1,6,0,0,0.0,0.0,24.0,270.0,3.0,13.0,12.0,28.0,9.0,2.0,129.0,132.0,0.0,0,0,0,0.0,2.0,1.0,3.0,3,ESP,Valencia,7.0,2.0,74.0,17.0,103.0,176.0,Mouctar Diakhaby,0,GUI,0.0,0.0,11.0,5,0.0,0.0,7.0,0.0,25.0,,2.0,1.0,1.0,DF,,
4.0,2.0,1.0,1.0,0.0,0.0,8.0,2.0,115.0,3.0,7.0,414.0,12.0,0.0,7.0,0.2,0.2,0.0,0,0,7,6,3,0,0,0.0,0.0,21.0,253.0,11.0,7.0,11.0,29.0,12.0,17.0,103.0,123.0,7.0,0,4,1,0.0,0.0,5.0,5.0,4,ESP,Valencia,77.0,16.0,10.0,0.0,61.0,137.0,Samuel,0,BRA,0.6,5.0,3.0,2,3.0,0.0,0.0,0.0,22.0,,4.0,4.0,0.0,FW,MF,
1.0,0.0,4.0,3.0,1.0,0.0,4.0,0.0,86.0,2.0,1.0,218.0,1.0,0.0,1.0,0.1,0.9,0.0,0,0,3,4,2,0,0,0.0,0.0,10.0,242.0,18.0,2.0,14.0,34.0,6.0,10.0,96.0,106.0,7.0,1,4,1,1.0,0.0,0.0,1.0,0,ESP,Valencia,67.0,2.0,15.0,3.0,65.0,138.0,Carlos Soler,0,ESP,0.3,4.0,8.0,0,2.0,0.0,1.0,0.0,25.0,,3.0,2.0,1.0,MF,,
5.0,4.0,1.0,1.0,0.0,0.0,8.0,2.0,96.0,1.0,2.0,394.0,2.0,0.0,2.0,0.2,0.2,0.0,0,1,3,5,5,0,0,0.0,0.0,14.0,241.0,8.0,11.0,13.0,32.0,9.0,14.0,102.0,114.0,7.0,0,3,0,1.0,3.0,3.0,7.0,4,ESP,Valencia,48.0,5.0,26.0,7.0,79.0,138.0,Yunus Musah,0,USA,0.0,1.0,14.0,4,0.0,0.0,4.0,0.0,19.0,,5.0,1.0,4.0,MF,,
5.0,1.0,4.0,3.0,1.0,0.0,5.0,2.0,129.0,4.0,10.0,432.0,15.0,0.0,9.0,0.7,0.7,1.0,0,0,9,5,9,0,1,0.0,0.0,16.0,235.0,18.0,9.0,20.0,47.0,16.0,18.0,126.0,151.0,13.0,0,10,1,1.0,1.0,0.0,2.0,1,ESP,Valencia,90.0,8.0,14.0,0.0,68.0,160.0,Samu Castillejo,0,ESP,0.3,4.0,8.0,3,6.0,1.0,0.0,0.0,27.0,,3.0,3.0,0.0,FW,,
3.0,4.0,3.0,3.0,0.0,0.0,6.0,3.0,125.0,1.0,5.0,382.0,2.0,0.0,1.0,0.1,0.1,0.0,0,2,10,6,4,0,0,0.0,0.0,26.0,232.0,8.0,17.0,8.0,33.0,8.0,9.0,118.0,123.0,5.0,0,1,0,0.0,6.0,1.0,7.0,5,ESP,Valencia,66.0,6.0,60.0,11.0,80.0,193.0,Thierry Correia,0,POR,0.2,3.0,12.0,4,4.0,4.0,4.0,1.0,23.0,,5.0,2.0,3.0,DF,,
2.0,5.0,5.0,3.0,2.0,0.0,3.0,1.0,129.0,2.0,2.0,268.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,5,8,0,0,0.0,0.0,27.0,232.0,6.0,10.0,15.0,31.0,8.0,1.0,151.0,156.0,10.0,0,0,0,0.0,0.0,1.0,1.0,1,ESP,Valencia,43.0,2.0,59.0,11.0,109.0,202.0,Hugo Guillamon,0,ESP,0.2,4.0,16.0,8,3.0,0.0,3.0,0.0,22.0,,3.0,3.0,0.0,MF,,
4.0,3.0,2.0,2.0,0.0,0.0,0.0,0.0,88.0,0.0,0.0,185.0,0.0,0.0,0.0,0.1,0.1,0.0,1,1,0,3,3,0,0,0.0,0.0,13.0,141.0,1.0,5.0,12.0,18.0,6.0,0.0,88.0,88.0,2.0,0,1,0,0.0,2.0,1.0,3.0,2,ESP,Valencia,7.0,1.0,59.0,22.0,66.0,125.0,Eray Comert,0,SUI,0.0,0.0,3.0,7,0.0,0.0,2.0,0.0,24.0,,2.0,1.0,1.0,DF,,
1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,63.0,2.0,2.0,126.0,10.0,0.0,5.0,0.1,0.1,0.0,0,1,3,0,4,0,0,0.0,0.0,10.0,133.0,2.0,3.0,5.0,10.0,2.0,7.0,63.0,68.0,0.0,0,2,0,1.0,1.0,1.0,3.0,1,ESP,Valencia,33.0,3.0,22.0,4.0,47.0,97.0,Jesus Vazquez,0,ESP,0.0,0.0,5.0,1,0.0,0.0,3.0,0.0,19.0,,1.0,1.0,0.0,DF,,
2.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,10.0,0.0,0.0,16.0,0.0,0.0,0.0,0.1,0.1,0.0,0,0,0,1,0,0,0,0.0,0.0,2.0,68.0,12.0,1.0,6.0,19.0,4.0,7.0,14.0,21.0,0.0,0,1,0,1.0,0.0,0.0,1.0,0,ESP,Valencia,9.0,3.0,1.0,1.0,10.0,20.0,Hugo Duro,0,ESP,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,22.0,,2.0,2.0,0.0,FW,,
2.0,2.0,1.0,1.0,0.0,0.0,1.0,0.0,87.0,0.0,3.0,217.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,3,2,0,0,0,0.0,0.0,10.0,127.0,3.0,12.0,7.0,22.0,10.0,3.0,87.0,90.0,5.0,0,1,0,1.0,1.0,0.0,2.0,0,ESP,Valencia,26.0,1.0,32.0,6.0,68.0,120.0,Toni Lato,0,ESP,0.2,2.0,11.0,2,1.0,0.0,3.0,0.0,24.0,,4.0,3.0,1.0,DF,,
2.0,2.0,1.0,0.0,1.0,0.0,0.0,0.0,51.0,1.0,1.0,152.0,0.0,0.0,0.0,0.1,0.1,0.0,0,0,0,0,0,0,0,0.0,0.0,8.0,90.0,0.0,4.0,1.0,5.0,2.0,0.0,49.0,49.0,0.0,0,1,0,0.0,1.0,0.0,1.0,0,ESP,Valencia,3.0,2.0,49.0,18.0,27.0,76.0,Gabriel Paulista,0,BRA,0.0,0.0,2.0,5,0.0,0.0,0.0,0.0,31.0,,0.0,0.0,0.0,DF,,
3.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,27.0,4.0,4.0,22.0,6.0,0.0,5.0,0.6,0.6,0.0,0,1,0,3,2,0,0,0.0,0.0,3.0,89.0,5.0,0.0,6.0,11.0,0.0,12.0,27.0,38.0,5.0,0,5,0,0.0,0.0,1.0,1.0,0,ESP,Valencia,20.0,6.0,0.0,0.0,15.0,34.0,Maranhao,0,BRA,0.0,1.0,0.0,0,1.0,0.0,0.0,0.0,25.0,,0.0,0.0,0.0,FW,,
7.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,19.0,2.0,2.0,46.0,1.0,0.0,0.0,0.1,0.1,0.0,0,0,0,3,4,0,1,0.0,0.0,3.0,108.0,4.0,0.0,4.0,8.0,1.0,6.0,21.0,36.0,2.0,0,3,0,0.0,0.0,0.0,0.0,0,ESP,Valencia,18.0,7.0,3.0,2.0,7.0,28.0,Maxi Gomez,0,URU,0.2,2.0,0.0,0,0.0,0.0,2.0,0.0,26.0,,0.0,0.0,0.0,FW,,
2.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,43.0,0.0,0.0,132.0,2.0,0.0,2.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,7.0,69.0,5.0,5.0,12.0,22.0,6.0,1.0,46.0,46.0,1.0,0,0,0,2.0,0.0,0.0,2.0,2,ESP,Valencia,19.0,1.0,10.0,1.0,41.0,61.0,Nicolas Gonzalez,0,ESP,0.0,1.0,13.0,2,0.0,0.0,1.0,0.0,20.0,,1.0,1.0,0.0,MF,,
1.0,2.0,0.0,0.0,0.0,0.0,2.0,0.0,31.0,2.0,0.0,75.0,1.0,0.0,0.0,0.1,0.1,0.0,0,0,0,0,0,0,0,0.0,0.0,9.0,66.0,1.0,1.0,1.0,3.0,1.0,3.0,29.0,31.0,2.0,0,1,0,0.0,1.0,0.0,1.0,1,ESP,Valencia,17.0,2.0,9.0,0.0,27.0,48.0,Dimitri Foulquier,0,FRA,0.1,1.0,4.0,1,1.0,0.0,0.0,0.0,29.0,,1.0,0.0,1.0,DF,,
0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.0,0,0,0,0,0,0,0,0.0,0.0,1.0,38.0,0.0,2.0,0.0,2.0,0.0,1.0,2.0,3.0,0.0,0,1,0,0.0,0.0,0.0,0.0,0,ESP,Valencia,1.0,1.0,8.0,5.0,2.0,11.0,Cristhian Mosquera,0,COL,0.0,0.0,0.0,2,0.0,0.0,3.0,0.0,18.0,,0.0,0.0,0.0,DF,,
0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,2.0,0.0,25.0,2.0,0.0,2.0,0.0,0.0,0.0,0,1,1,1,2,0,0,0.0,0.0,1.0,17.0,0.0,1.0,4.0,5.0,0.0,0.0,10.0,11.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0,ESP,Valencia,7.0,0.0,1.0,0.0,5.0,12.0,Francisco Perez,0,ESP,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,19.0,,0.0,0.0,0.0,DF,FW,
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0.0,0.0,1.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,4.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0,ESP,Valencia,2.0,0.0,1.0,0.0,0.0,3.0,Diego Noguerol,0,ESP,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,20.0,,0.0,0.0,0.0,FW,,
8.0,13.0,7.0,2.0,5.0,0.0,1.0,0.0,191.0,2.0,2.0,388.0,2.0,0.0,2.0,0.5,0.5,0.0,0,1,1,8,5,0,0,0.0,0.0,43.0,450.0,1.0,26.0,12.0,39.0,16.0,1.0,227.0,227.0,4.0,1,2,1,0.0,7.0,3.0,10.0,3,ENG,Crystal Palace,15.0,6.0,234.0,97.0,116.0,352.0,Joachim Andersen,0,DEN,0.6,3.0,21.0,7,2.0,0.0,38.0,0.0,26.0,5.0,7.0,2.0,5.0,DF,,
5.0,10.0,11.0,6.0,5.0,0.0,1.0,0.0,189.0,3.0,0.0,495.0,0.0,0.0,0.0,0.1,0.1,0.0,0,1,0,3,2,1,0,0.0,0.0,50.0,450.0,4.0,23.0,8.0,35.0,11.0,1.0,210.0,213.0,4.0,0,1,0,0.0,5.0,0.0,5.0,3,ENG,Crystal Palace,7.0,2.0,206.0,65.0,112.0,312.0,Marc Guehi,0,ENG,0.4,2.0,13.0,4,0.0,0.0,18.0,0.0,22.0,5.0,5.0,3.0,2.0,DF,,
3.0,2.0,5.0,3.0,2.0,0.0,5.0,1.0,139.0,1.0,4.0,358.0,3.0,0.0,1.0,0.1,0.1,1.0,0,1,1,3,3,0,0,0.0,0.0,37.0,422.0,1.0,28.0,30.0,59.0,22.0,3.0,155.0,160.0,7.0,0,3,1,2.0,8.0,5.0,15.0,13,ENG,Crystal Palace,36.0,1.0,77.0,11.0,142.0,238.0,Cheick Doucoure,1,MLI,0.8,4.0,21.0,15,1.0,0.0,5.0,0.0,22.0,5.0,11.0,7.0,4.0,MF,,
4.0,5.0,9.0,5.0,4.0,0.0,2.0,2.0,113.0,4.0,7.0,212.0,9.0,0.0,5.0,0.5,0.5,1.0,0,1,0,5,10,0,0,0.0,0.0,40.0,418.0,11.0,22.0,42.0,75.0,20.0,13.0,105.0,121.0,4.0,0,6,2,2.0,5.0,5.0,12.0,5,ENG,Crystal Palace,48.0,8.0,51.0,17.0,93.0,181.0,Jeffrey Schlupp,0,GHA,0.0,0.0,5.0,5,1.0,0.0,2.0,0.0,29.0,5.0,6.0,4.0,2.0,MF,,
9.0,4.0,7.0,7.0,0.0,0.0,7.0,6.0,166.0,12.0,10.0,559.0,18.0,2.0,10.0,0.6,0.6,3.0,0,0,6,10,0,0,1,0.0,0.0,29.0,417.0,13.0,16.0,29.0,58.0,17.0,13.0,152.0,188.0,15.0,0,5,1,0.0,2.0,2.0,4.0,2,ENG,Crystal Palace,82.0,12.0,55.0,5.0,118.0,238.0,Eberechi Eze,2,ENG,0.8,8.0,11.0,8,3.0,0.0,3.0,0.0,24.0,5.0,3.0,2.0,1.0,MF,FW,
3.0,10.0,10.0,5.0,5.0,0.0,0.0,0.0,95.0,1.0,2.0,243.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,3,1,9,0,0,0.0,0.0,34.0,360.0,6.0,21.0,13.0,40.0,3.0,1.0,114.0,116.0,1.0,0,0,0,1.0,5.0,1.0,7.0,2,ENG,Crystal Palace,29.0,1.0,110.0,27.0,86.0,218.0,Joel Ward,0,ENG,0.0,0.0,4.0,4,1.0,0.0,16.0,0.0,32.0,4.0,3.0,1.0,2.0,DF,,
5.0,0.0,0.0,0.0,0.0,0.0,10.0,8.0,154.0,16.0,20.0,469.0,13.0,0.0,5.0,1.6,2.6,2.0,0,1,6,15,5,0,2,0.0,0.0,26.0,351.0,22.0,17.0,36.0,75.0,21.0,36.0,136.0,192.0,11.0,4,11,6,1.0,2.0,1.0,4.0,2,ENG,Crystal Palace,94.0,30.0,16.0,2.0,88.0,179.0,Wilfried Zaha,0,CIV,1.1,7.0,1.0,0,4.0,1.0,1.0,0.0,29.0,4.0,3.0,2.0,1.0,FW,MF,
9.0,1.0,8.0,7.0,1.0,0.0,3.0,0.0,102.0,0.0,3.0,234.0,3.0,0.0,2.0,0.0,0.0,0.0,0,1,5,1,2,0,0,0.0,0.0,24.0,343.0,3.0,15.0,15.0,33.0,5.0,0.0,114.0,122.0,4.0,0,0,0,1.0,5.0,2.0,8.0,3,ENG,Crystal Palace,39.0,1.0,71.0,10.0,100.0,201.0,Nathaniel Clyne,0,ENG,0.1,2.0,12.0,5,0.0,0.0,6.0,0.0,31.0,4.0,3.0,0.0,3.0,DF,,
4.0,0.0,8.0,7.0,1.0,0.0,3.0,0.0,129.0,1.0,1.0,235.0,3.0,1.0,1.0,0.0,0.0,1.0,0,0,5,1,3,0,0,0.0,0.0,22.0,325.0,6.0,56.0,22.0,84.0,18.0,2.0,135.0,139.0,4.0,0,0,0,0.0,8.0,0.0,8.0,4,ENG,Crystal Palace,33.0,0.0,85.0,15.0,120.0,230.0,Tyrick Mitchell,1,ENG,0.3,2.0,17.0,8,4.0,2.0,8.0,0.0,23.0,5.0,3.0,2.0,1.0,DF,,
20.0,7.0,5.0,5.0,0.0,0.0,3.0,2.0,103.0,13.0,11.0,335.0,10.0,0.0,8.0,0.5,0.5,0.0,0,0,6,8,10,0,0,0.0,0.0,14.0,309.0,37.0,21.0,46.0,104.0,26.0,12.0,90.0,144.0,9.0,0,3,2,3.0,5.0,3.0,11.0,9,ENG,Crystal Palace,55.0,10.0,22.0,4.0,69.0,130.0,Jordan Ayew,0,GHA,0.3,5.0,1.0,3,1.0,1.0,5.0,0.0,30.0,5.0,9.0,5.0,4.0,FW,,
9.0,8.0,3.0,3.0,0.0,0.0,6.0,3.0,58.0,8.0,7.0,192.0,6.0,3.0,2.0,0.7,0.7,2.0,0,1,2,2,7,0,2,0.0,0.0,14.0,257.0,24.0,6.0,37.0,67.0,12.0,7.0,72.0,117.0,6.0,0,5,2,0.0,2.0,1.0,3.0,2,ENG,Crystal Palace,40.0,8.0,13.0,4.0,60.0,103.0,Odsonne Edouard,1,FRA,0.2,1.0,1.0,0,2.0,0.0,3.0,0.0,24.0,5.0,1.0,0.0,1.0,FW,,
3.0,5.0,0.0,0.0,0.0,0.0,1.0,2.0,29.0,0.0,5.0,31.0,1.0,0.0,1.0,0.8,0.8,0.0,0,1,0,1,6,0,0,0.0,0.0,3.0,124.0,11.0,2.0,13.0,26.0,4.0,11.0,37.0,54.0,2.0,1,5,1,0.0,0.0,0.0,0.0,0,ENG,Crystal Palace,19.0,8.0,8.0,4.0,22.0,47.0,Jean-Philippe Mateta,0,FRA,0.0,1.0,0.0,1,0.0,0.0,4.0,0.0,25.0,4.0,1.0,1.0,0.0,FW,,
2.0,0.0,1.0,1.0,0.0,0.0,5.0,3.0,65.0,5.0,3.0,313.0,7.0,0.0,4.0,0.2,0.2,0.0,0,0,3,2,3,0,0,0.0,0.0,10.0,120.0,10.0,3.0,10.0,23.0,7.0,6.0,56.0,61.0,7.0,0,4,1,0.0,3.0,2.0,5.0,3,ENG,Crystal Palace,39.0,3.0,11.0,2.0,37.0,79.0,Michael Olise,0,FRA,0.2,2.0,1.0,3,3.0,0.0,0.0,0.0,20.0,4.0,1.0,0.0,1.0,MF,FW,
1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,26.0,1.0,0.0,21.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,2,0,3,0,0,0.0,0.0,5.0,52.0,2.0,5.0,7.0,14.0,2.0,0.0,25.0,26.0,0.0,0,0,0,0.0,2.0,1.0,3.0,1,ENG,Crystal Palace,9.0,0.0,11.0,2.0,23.0,39.0,Luka Milivojevic,0,SRB,0.0,0.0,2.0,1,1.0,0.0,4.0,0.0,31.0,4.0,2.0,0.0,2.0,MF,,
1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,18.0,1.0,0.0,38.0,0.0,0.0,0.0,0.3,0.3,0.0,0,0,1,1,2,0,0,0.0,0.0,4.0,50.0,2.0,9.0,1.0,12.0,2.0,3.0,21.0,22.0,1.0,0,2,2,0.0,1.0,1.0,2.0,1,ENG,Crystal Palace,13.0,5.0,5.0,1.0,15.0,31.0,Will Hughes,0,ENG,0.0,0.0,0.0,2,0.0,0.0,0.0,0.0,27.0,4.0,2.0,1.0,1.0,MF,,
1.0,4.0,4.0,3.0,1.0,0.0,0.0,0.0,12.0,0.0,1.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0.0,0.0,4.0,47.0,2.0,5.0,2.0,9.0,1.0,2.0,16.0,17.0,2.0,0,1,0,1.0,0.0,0.0,1.0,0,ENG,Crystal Palace,11.0,1.0,13.0,7.0,13.0,37.0,Chris Richards,0,USA,0.0,0.0,2.0,4,0.0,0.0,5.0,0.0,22.0,3.0,1.0,1.0,0.0,DF,,
